ID,text,cue,emotion,emotion,cause
168, الااباء  [MASK]   بعد مشاهدة الفيلم علي اولادهم من هذا المرض,خاف,الخوف,Fear,المرض
169, الاب  [MASK]   لإنه رفع ساقًا من الألم,فزع,الخوف,Fear,الألم
170, الاثاث في الفندق قديم جدا ورائحته نتنة [MASK] ,قزز,الاشمئزاز,Disgust,الاثاث في الفندق قديم جدا
171, الاغطية رائحتها دخان الانترنت ضعيف نوعا ما و الافطار غير مقبول كانت اقامة  [MASK] ,قزز,الاشمئزاز,Disgust,الاغطية رائحتها دخان
172, الانتهاكات الجسيمة لحقوق الإنسان تثير في نفسي  [MASK] ,الاشمئزاز,الاشمئزاز,Disgust,الانتهاكات الجسيمة لحقوق الإنسان
173, البداية كانت ب [MASK]   المسلمين على عثمان  بسبب إيثاره بالمناصب لذوي القربي الأهل والعشيرة,سخط,الغضب,Anger,إيثاره بالمناصب لذوي القربي الأهل والعشيرة
174, البذاءة المبالغ فيها تطغى على الرواية بشكل  [MASK]   لتخرج في النهاية روايته بهذه الصورة القبيحة المشوهة,قزز,الاشمئزاز,Disgust,لبذاءة المبالغ فيها
175, البيت الكبير وهو الجنة مرتع  [MASK]   التى ينشدها الجميع,سعادة,الفرح,Joy,البيت الكبير
176, التفاصيل الجنسية المقحمة في الرواية  [MASK]   لدرجة انني كدت اتوقف عن القراءة اكثر من مرة,قزز ,الاشمئزاز,Disgust,التفاصيل الجنسية المقحمة في الرواية
177, التكرار ال [MASK]   اضطرني إلى ان امضي الوقت الكثير لانهاء الرواية,قزز,الاشمئزاز,Disgust,التكرار
178, التلفزيون كان مكسورا وملصوقا بشريط لاصق ولم يكن يعمل شعرت ب [MASK]   من الغرفة,قزز,الاشمئزاز,Disgust,التلفزيون كان مكسورا وملصوقا بشريط لاصق
179, التنظيم يثير  [MASK]   الأجهزة الأمنية الذي لا يجد وسيلة قانونية لإيقاف نشاط هؤلاء الشباب الحالمين بمجتمع مثالي,غضب,الغضب,Anger,لا يجد وسيلة قانونية لإيقاف نشاط هؤلاء الشباب
180, الجرأة على الفتوى و استحلال دماء المخالفين في الكتاب  [MASK]   بحق,رعب,الخوف,Fear,الجرأة على الفتوى و استحلال دماء المخالفين
181, الجزء الاخير كان  [MASK]   للغاية ، وانهالات الدموع تلقائيا بعد وفاة الوليد,حزين,الحزن,Sadness,وفاة الوليد
182, الجملة التي حقا اشعرتني ب  [MASK]   الكبير على مجتمعاتنا العربية : ديننا أخلاقهم,الحزن,الحزن,Sadness,مجتمعاتنا العربية
183, الجميع  [MASK]   أن الجسد المصلى عليه كان لواحدة من عامة الشعب و ليس للحاكم,فاجأ,المفاجأة,Surprise,الجسد المصلى عليه كان لواحدة من عامة الشعب و ليس للحاكم
184, الحسن لم يسلم البلد لمعاوية إلا ل [MASK]   من أمر الخلافة,خوف,الخوف,Fear,أمر الخلافة
185, الخدم كانوا  [MASK]  ين وتكلموا بوقاحة انصحك الا تقيم في هذا الفندق,قزز ,الاشمئزاز,Disgust,تكلموا بوقاحة
186, الخزانة لم تكن تعمل وكنا  [MASK]   من السرقة,خائف,الخوف,Fear,السرقة
187, الخط الكوفي اختفى  [MASK]   من الرواية,فجأة,المفاجأة,Surprise,الخط الكوفي اختفى
188, الدكتور يضع كتابا علميا يتحدث لنا فيه عن قيمة الإيمان في تحقيق  [MASK] ,سعادة,الفرح,Joy,الخط الكوفي اختفى
189, الدماء والجثث المتناثرة بعد الحادث اثارت في نفسي  [MASK] ,الغثيان,الاشمئزاز,Disgust,الدماء والجثث المتناثرة بعد الحادث
190, الديوان كان يتسم بالكآبه و  [MASK]   علي المجتمع,سخط,الغضب,Anger,الديوان كان يتسم بالكآبه
191, الذكرى أصبحت [MASK]   لانك لن تستطيع ان تعيشها الان لاختلاف كل شئ ,حزن,الحزن,Sadness,لن تستطيع ان تعيشها
192, الذي [MASK]  هو أن الروائي رجل وبطل الرواية امرأة ومع هذا استطاع تقمص الشخصية بشكل مذهل,فاجأ,المفاجأة,Surprise,الروائي رجل وبطل الرواية امرأة
193, الرجال المصريين الذين يصرون على جعل الروايات تتحول إلى قصص غير مؤدبة و  [MASK] ,قزز,الاشمئزاز,Disgust,جعل الروايات تتحول إلى قصص غير مؤدبة
194, الرجل [MASK]  النساء مما جعله أعزب طوال مشوار حياته,خاف,الخوف,Fear,النساء
195, الروائي [MASK]  لافلات فرصة رائعة لكتابة رواية عن عالم ساحر غامض افسده بالجن والعفاريت,حزين,الحزن,Sadness,افلات فرصة رائعة لكتابة رواية عن عالم ساحر
196, الرواية [MASK]  بشكل ظالم لأن البطل مسيحي و اتهم بالانضمام لحزب الإخوان المسلمين,حزن,الحزن,Sadness,اتهم بالانضمام لحزب الإخوان المسلمين
197, الرواية [MASK]  تنتهى فعليا قبل حوالى اكتر من صفحة قصة ممكن تتلخص فى ورقتين بالظبط,قزز,الاشمئزاز,Disgust,قصة ممكن تتلخص فى ورقتين بالظبط
198, الرواية [MASK]  جدا تجسد المرأة العربية على أنها ذات رغبات مكبوته تظهر مع أول ابتسامة من الرجل,قزز,الاشمئزاز,Disgust,تجسد المرأة العربية على أنها ذات رغبات مكبوته
199, الرواية [MASK]  جدا لانها تتحدث عن سقوط الخلافة و ضياع فلسطين,حزين,الحزن,Sadness,سقوط الخلافة و ضياع فلسطين
200, الرواية [MASK]  كلها الفاظ و وصف لمناظر دموية و يقولون فن وادب وسياق,قزز,الاشمئزاز,Disgust,كلها الفاظ و وصف لمناظر دموية
201, الرواية اشعرتني ب [MASK]   في بعض الاوقات لأن الخيال فيها لا حدود له,خوف,الخوف,Fear,الخيال فيها لا حدود له
202, الرواية بشكل عام  [MASK]   معبأة بالذكريات غير المبهجة سواء من الشخصية الرئيسية أو الشخصيات العابرة,حزين,الحزن,Sadness,معبأة بالذكريات غير المبهجة
203, الرواية تتحدث عن الظلم الاجتماعي والفساد اصابتني  [MASK] ,الاشمئزاز,الاشمئزاز,Disgust,الظلم الاجتماعي والفساد
204, الرواية تتحدث عن قضية العار لدى العرب و للأسف أنها كتبت بطريقة سلبية  [MASK]   بحته,قزز,الاشمئزاز,Disgust,قضية العار لدى العرب
205, الرواية سببت لي نوع من  [MASK]   بسبب  ضعف جمانة أمام حبيبها,حزن,الحزن,Sadness,ضعف جمانة أمام حبيبها
206, الرواية طويلة اصلا و بالنهاية حصلت على رواية بها القليل من المفيد والكثير من  [MASK] ,قزز,الاشمئزاز,Disgust,رواية بها القليل من المفيد
207, الرواية قفزت إلى الخاطر  [MASK]   .. قلبت الإنترنت ووجدتها,فجأة,المفاجأة,Surprise,الرواية قفزت إلى الخاطر
208, الرواية ككل مبعثرة مشتتة تسودها حالة من  [MASK] ,اشمئزاز,الاشمئزاز,Disgust,الرواية ككل مبعثرة مشتتة
209, الرواية لم تعجبني كثير من الجمل والتشبيهات  [MASK]  ، وبعضها مبتذل أو مبتذل جدا,قزز,الاشمئزاز,Disgust,كثير من الجمل والتشبيهات
210, الرواية نهايتها ليس لها معنى. انا  [MASK]   اننى مررت بتجربة سيئة كهذه,حزين,الحزن,Sadness,مررت بتجربة سيئة
211, الرواية هذه استعرتها لأطلع عليها فقط لكن  [MASK]   بأني أنهيتها في جلسة واحدة,فاجأ,المفاجأة,Surprise,أنهيتها في جلسة واحدة
212, الرواية يسيطر عليها   [MASK]   لما فيها من موت و كل شيء يبعث النكد والألم الروحي والظلام النفسي,حزن,الحزن,Sadness,كل شيء يبعث النكد والألم الروحي
213, الروايه ممكن تعتبرها  [MASK]   على المجتمع و على كل شئ. الكل منحط فى الروايه,سخط,الغضب,Anger,الكل منحط فى الروايه
214, السكان  [MASK]   للتخلص من رشيد لأنه غليظ قاسى القلب متحجر الإحساس والمشاعر,سعد,الفرح,Joy,تخلص من رشيد لأنه غليظ قاسى القلب
215, الشخصيات تظهر وتختفي  [MASK]   وليس لها دور في تطور أحداث الرواية,فجأة,المفاجأة,Surprise,الشخصيات تظهر وتختفي
216, الشركة تثير  [MASK]  نا بسبب ضخامة المبلغ حيث طلبت  مائة الف ريال شامل إقامة لشخصين,غضب,الغضب,Anger,ضخامة المبلغ
217, الشيء  [MASK]   ان الكاتب قد كتبها بسرعة فأصبحت الشخصيات غارقة في المثالية و التصنع,حزن,الحزن,Sadness,الشخصيات غارقة في المثالية و التصنع
218, الصراصير المنتشرة في ارجاء المكان وداخل الغرف شيء  [MASK] ,قزز,الاشمئزاز,Disgust,الصراصير المنتشرة في ارجاء المكان
219,  الطرف الآخر علاء هو  [MASK]   متجهم دائما لعدم حصوله على عمل,غاضب,الغضب,Anger,عدم حصوله على عمل
220, العطار العبقري و القاتل الوضيع سيثير  [MASK]   بلا حدود,اشمئزاز,الاشمئزاز,Disgust,القاتل الوضيع
221, الغرف متسخة واثاث قديم .. شيء  [MASK]   ولا يليق بفندق,قزز,الاشمئزاز,Disgust,الغرف متسخة واثاث قديم
222, الغرفه شديدة القذاره والحمام ببلاط متصدع وشعر  [MASK]   في كل مكان,قزز ,الاشمئزاز,Disgust,الغرفه شديدة القذاره
223, الغرفه قذره جدا والاغطية والفرش غير نظيفة الارضيه  [MASK]   كيف هذا فندق خمس نجوم,قزز,الاشمئزاز,Disgust,الغرفه قذره جدا والاغطية والفرش غير نظيفة
